Email,First Name,Last Name,Course ID,Grade,Marks
student164@mail.com,First164,Last164,101,C,67
student164@mail.com,First164,Last164,103,C,69
student165@mail.com,First165,Last165,103,C,64
student165@mail.com,First165,Last165,104,D,59
student165@mail.com,First165,Last165,102,A,84
student165@mail.com,First165,Last165,101,A+,91
student166@mail.com,First166,Last166,102,A+,94
student166@mail.com,First166,Last166,104,A,86
student166@mail.com,First166,Last166,101,A,83
student166@mail.com,First166,Last166,103,A+,92
student167@mail.com,First167,Last167,101,A,83
student167@mail.com,First167,Last167,104,F,45
student167@mail.com,First167,Last167,102,D,51
student167@mail.com,First167,Last167,103,A,85
student168@mail.com,First168,Last168,104,D,50
student168@mail.com,First168,Last168,103,A,86
student168@mail.com,First168,Last168,102,A,80
student168@mail.com,First168,Last168,101,D,59
student169@mail.com,First169,Last169,102,F,46
student169@mail.com,First169,Last169,104,F,47
student169@mail.com,First169,Last169,101,A+,96
student169@mail.com,First169,Last169,103,A+,90
student170@mail.com,First170,Last170,101,D,58
student170@mail.com,First170,Last170,103,F,46
student170@mail.com,First170,Last170,102,A+,96
student170@mail.com,First170,Last170,104,B,70
student171@mail.com,First171,Last171,101,A+,92
student171@mail.com,First171,Last171,102,A,82
student171@mail.com,First171,Last171,104,C,60
student171@mail.com,First171,Last171,103,F,40
student172@mail.com,First172,Last172,102,C,61
student172@mail.com,First172,Last172,103,C,68
student172@mail.com,First172,Last172,104,B,72
student172@mail.com,First172,Last172,101,F,42
student173@mail.com,First173,Last173,103,F,42
student173@mail.com,First173,Last173,102,A+,97
student173@mail.com,First173,Last173,101,F,43
student173@mail.com,First173,Last173,104,A+,95
student174@mail.com,First174,Last174,101,C,66
student174@mail.com,First174,Last174,102,A,86
student174@mail.com,First174,Last174,104,C,65
student174@mail.com,First174,Last174,103,A+,93
student175@mail.com,First175,Last175,103,A+,90
student175@mail.com,First175,Last175,102,A+,98
student175@mail.com,First175,Last175,101,B,75
student175@mail.com,First175,Last175,104,D,54
student176@mail.com,First176,Last176,104,A+,93
student176@mail.com,First176,Last176,103,C,69
student176@mail.com,First176,Last176,102,A+,100
student176@mail.com,First176,Last176,101,A+,98
student177@mail.com,First177,Last177,101,F,49
student177@mail.com,First177,Last177,104,D,56
student177@mail.com,First177,Last177,102,C,61
student177@mail.com,First177,Last177,103,B,71
student178@mail.com,First178,Last178,104,A+,100
student178@mail.com,First178,Last178,102,C,60
student178@mail.com,First178,Last178,101,B,75
student178@mail.com,First178,Last178,103,B,76
student179@mail.com,First179,Last179,104,D,54
student179@mail.com,First179,Last179,101,A,87
student179@mail.com,First179,Last179,103,A,82
student179@mail.com,First179,Last179,102,B,71
student180@mail.com,First180,Last180,103,D,55
student180@mail.com,First180,Last180,102,A+,97
student180@mail.com,First180,Last180,101,C,61
student180@mail.com,First180,Last180,104,C,68
student181@mail.com,First181,Last181,101,B,74
student181@mail.com,First181,Last181,102,D,54
student181@mail.com,First181,Last181,103,A,80
student181@mail.com,First181,Last181,104,B,74
student182@mail.com,First182,Last182,104,C,63
student182@mail.com,First182,Last182,102,D,51
student182@mail.com,First182,Last182,103,A+,95
student182@mail.com,First182,Last182,101,C,62
student183@mail.com,First183,Last183,103,D,59
student183@mail.com,First183,Last183,102,F,48
student183@mail.com,First183,Last183,101,C,62
student183@mail.com,First183,Last183,104,D,59
student184@mail.com,First184,Last184,103,D,51
student184@mail.com,First184,Last184,101,A,87
student184@mail.com,First184,Last184,102,F,44
student184@mail.com,First184,Last184,104,A+,93
student185@mail.com,First185,Last185,101,D,50
student185@mail.com,First185,Last185,103,F,43
student185@mail.com,First185,Last185,102,C,69
student185@mail.com,First185,Last185,104,D,52
student186@mail.com,First186,Last186,102,A,82
student186@mail.com,First186,Last186,101,C,62
student186@mail.com,First186,Last186,104,C,64
student186@mail.com,First186,Last186,103,D,59
student187@mail.com,First187,Last187,103,D,55
student187@mail.com,First187,Last187,102,B,76
student187@mail.com,First187,Last187,104,C,67
student187@mail.com,First187,Last187,101,A,80
student188@mail.com,First188,Last188,104,C,64
student188@mail.com,First188,Last188,102,A,80
student188@mail.com,First188,Last188,103,C,65
student188@mail.com,First188,Last188,101,B,77
student189@mail.com,First189,Last189,103,B,79
student189@mail.com,First189,Last189,102,D,53
student189@mail.com,First189,Last189,101,F,40
student189@mail.com,First189,Last189,104,D,58
student190@mail.com,First190,Last190,101,C,65
student190@mail.com,First190,Last190,102,D,51
student190@mail.com,First190,Last190,104,A,84
student190@mail.com,First190,Last190,103,F,49
student191@mail.com,First191,Last191,103,B,74
student191@mail.com,First191,Last191,104,D,54
student191@mail.com,First191,Last191,101,A+,92
student191@mail.com,First191,Last191,102,A+,94
student192@mail.com,First192,Last192,101,B,79
student192@mail.com,First192,Last192,103,C,66
student192@mail.com,First192,Last192,102,A+,97
student192@mail.com,First192,Last192,104,C,66
student193@mail.com,First193,Last193,102,A+,92
student193@mail.com,First193,Last193,104,F,44
student193@mail.com,First193,Last193,101,A+,90
student193@mail.com,First193,Last193,103,A+,94
student194@mail.com,First194,Last194,101,B,71
student194@mail.com,First194,Last194,102,A,85
student194@mail.com,First194,Last194,103,C,61
student194@mail.com,First194,Last194,104,C,69
student195@mail.com,First195,Last195,104,A+,95
student195@mail.com,First195,Last195,101,F,43
student195@mail.com,First195,Last195,102,F,41
student195@mail.com,First195,Last195,103,F,40
student196@mail.com,First196,Last196,102,A+,93
student196@mail.com,First196,Last196,104,A+,92
student196@mail.com,First196,Last196,101,F,41
student196@mail.com,First196,Last196,103,D,55
student197@mail.com,First197,Last197,102,A+,97
student197@mail.com,First197,Last197,103,A,81
student197@mail.com,First197,Last197,101,C,69
student197@mail.com,First197,Last197,104,F,42
student198@mail.com,First198,Last198,103,A,80
student198@mail.com,First198,Last198,101,B,76
student198@mail.com,First198,Last198,104,F,46
student198@mail.com,First198,Last198,102,B,74
student199@mail.com,First199,Last199,102,D,57
student199@mail.com,First199,Last199,101,F,48
student199@mail.com,First199,Last199,103,B,74
student199@mail.com,First199,Last199,104,D,59
student200@mail.com,First200,Last200,104,B,70
student200@mail.com,First200,Last200,102,C,62
student200@mail.com,First200,Last200,103,B,70
student200@mail.com,First200,Last200,101,D,56
student201@mail.com,First201,Last201,103,A+,96
student201@mail.com,First201,Last201,102,B,72
student201@mail.com,First201,Last201,104,F,49
student201@mail.com,First201,Last201,101,A,89
student202@mail.com,First202,Last202,102,A+,94
student202@mail.com,First202,Last202,103,F,43
student202@mail.com,First202,Last202,104,A+,94
student202@mail.com,First202,Last202,101,C,68
student203@mail.com,First203,Last203,101,C,60
student203@mail.com,First203,Last203,104,C,60
student203@mail.com,First203,Last203,103,A+,99
student203@mail.com,First203,Last203,102,C,64
student204@mail.com,First204,Last204,103,A+,97
student204@mail.com,First204,Last204,102,B,72
student204@mail.com,First204,Last204,101,A+,92
student204@mail.com,First204,Last204,104,B,74
student205@mail.com,First205,Last205,104,B,70
student205@mail.com,First205,Last205,103,D,51
student205@mail.com,First205,Last205,102,A+,92
student205@mail.com,First205,Last205,101,B,79
student206@mail.com,First206,Last206,104,A,87
student206@mail.com,First206,Last206,103,D,52
student206@mail.com,First206,Last206,102,C,62
student206@mail.com,First206,Last206,101,C,65
student207@mail.com,First207,Last207,102,A,85
student207@mail.com,First207,Last207,101,F,41
student207@mail.com,First207,Last207,103,A+,99
student207@mail.com,First207,Last207,104,A+,100
student208@mail.com,First208,Last208,103,A,83
student208@mail.com,First208,Last208,101,A+,98
student208@mail.com,First208,Last208,102,A+,92
student208@mail.com,First208,Last208,104,A+,94
student209@mail.com,First209,Last209,101,A,89
student209@mail.com,First209,Last209,102,F,44
student209@mail.com,First209,Last209,103,B,70
student209@mail.com,First209,Last209,104,F,45
student210@mail.com,First210,Last210,104,B,74
student210@mail.com,First210,Last210,103,A+,97
student210@mail.com,First210,Last210,101,C,67
student210@mail.com,First210,Last210,102,A,82
student211@mail.com,First211,Last211,103,B,76
student211@mail.com,First211,Last211,101,A,87
student211@mail.com,First211,Last211,104,A+,92
student211@mail.com,First211,Last211,102,F,47
student212@mail.com,First212,Last212,101,D,56
student212@mail.com,First212,Last212,104,A+,95
student212@mail.com,First212,Last212,103,A+,93
student212@mail.com,First212,Last212,102,A+,96
student213@mail.com,First213,Last213,104,A+,93
student213@mail.com,First213,Last213,101,A+,93
student213@mail.com,First213,Last213,102,B,72
student213@mail.com,First213,Last213,103,B,77
student214@mail.com,First214,Last214,101,D,50
student214@mail.com,First214,Last214,102,D,53
student214@mail.com,First214,Last214,103,A+,100
student214@mail.com,First214,Last214,104,A+,100
student215@mail.com,First215,Last215,102,F,46
student215@mail.com,First215,Last215,104,F,48
student215@mail.com,First215,Last215,101,C,60
student215@mail.com,First215,Last215,103,F,43
student216@mail.com,First216,Last216,103,F,41
student216@mail.com,First216,Last216,104,B,70
student216@mail.com,First216,Last216,101,D,57
student216@mail.com,First216,Last216,102,A,89
student217@mail.com,First217,Last217,102,A+,91
student217@mail.com,First217,Last217,103,D,52
student217@mail.com,First217,Last217,101,F,49
student217@mail.com,First217,Last217,104,B,71
student218@mail.com,First218,Last218,103,A+,100
student218@mail.com,First218,Last218,102,B,77
student218@mail.com,First218,Last218,101,F,45
student218@mail.com,First218,Last218,104,C,67
student219@mail.com,First219,Last219,102,C,62
student219@mail.com,First219,Last219,101,A,87
student219@mail.com,First219,Last219,104,F,46
student219@mail.com,First219,Last219,103,C,61
student220@mail.com,First220,Last220,103,B,77
student220@mail.com,First220,Last220,104,A,82
student220@mail.com,First220,Last220,102,B,76
student220@mail.com,First220,Last220,101,C,69
student221@mail.com,First221,Last221,101,D,51
student221@mail.com,First221,Last221,102,D,54
student221@mail.com,First221,Last221,103,F,49
student221@mail.com,First221,Last221,104,A,88
student222@mail.com,First222,Last222,104,D,53
student222@mail.com,First222,Last222,103,C,63
student222@mail.com,First222,Last222,102,B,75
student222@mail.com,First222,Last222,101,F,47
student223@mail.com,First223,Last223,104,C,67
student223@mail.com,First223,Last223,101,C,64
student223@mail.com,First223,Last223,102,D,59
student223@mail.com,First223,Last223,103,D,52
student224@mail.com,First224,Last224,104,A+,94
student224@mail.com,First224,Last224,103,A,84
student224@mail.com,First224,Last224,102,C,68
student224@mail.com,First224,Last224,101,B,70
student225@mail.com,First225,Last225,104,C,67
student225@mail.com,First225,Last225,101,C,65
student225@mail.com,First225,Last225,102,C,67
student225@mail.com,First225,Last225,103,C,68
student226@mail.com,First226,Last226,101,A,89
student226@mail.com,First226,Last226,104,A,82
student226@mail.com,First226,Last226,102,B,76
student226@mail.com,First226,Last226,103,A+,97
student227@mail.com,First227,Last227,103,A,89
student227@mail.com,First227,Last227,102,C,61
student227@mail.com,First227,Last227,104,D,51
student227@mail.com,First227,Last227,101,A+,99
student228@mail.com,First228,Last228,102,C,63
student228@mail.com,First228,Last228,101,C,63
student228@mail.com,First228,Last228,104,F,46
student228@mail.com,First228,Last228,103,B,75
student229@mail.com,First229,Last229,104,D,57
student229@mail.com,First229,Last229,103,F,42
student229@mail.com,First229,Last229,101,C,60
student229@mail.com,First229,Last229,102,F,47
student230@mail.com,First230,Last230,103,B,74
student230@mail.com,First230,Last230,101,F,44
student230@mail.com,First230,Last230,104,C,66
student230@mail.com,First230,Last230,102,B,72
student231@mail.com,First231,Last231,103,A+,92
student231@mail.com,First231,Last231,102,A,84
student231@mail.com,First231,Last231,104,D,50
student231@mail.com,First231,Last231,101,F,46
student232@mail.com,First232,Last232,104,F,40
student232@mail.com,First232,Last232,102,B,79
student232@mail.com,First232,Last232,103,D,53
student232@mail.com,First232,Last232,101,A,87
student233@mail.com,First233,Last233,104,A,82
student233@mail.com,First233,Last233,103,A+,91
student233@mail.com,First233,Last233,102,A,89
student233@mail.com,First233,Last233,101,B,72
student234@mail.com,First234,Last234,102,A+,98
student234@mail.com,First234,Last234,103,D,52
student234@mail.com,First234,Last234,104,F,45
student234@mail.com,First234,Last234,101,D,52
student235@mail.com,First235,Last235,103,B,72
student235@mail.com,First235,Last235,104,C,63
student235@mail.com,First235,Last235,101,C,66
student235@mail.com,First235,Last235,102,A,88
student236@mail.com,First236,Last236,104,F,41
student236@mail.com,First236,Last236,103,F,46
student236@mail.com,First236,Last236,101,F,47
student236@mail.com,First236,Last236,102,B,71
student237@mail.com,First237,Last237,104,A,82
student237@mail.com,First237,Last237,103,A+,94
student237@mail.com,First237,Last237,101,C,62
student237@mail.com,First237,Last237,102,A,80
student238@mail.com,First238,Last238,103,A+,100
student238@mail.com,First238,Last238,101,D,57
student238@mail.com,First238,Last238,102,F,43
student238@mail.com,First238,Last238,104,D,50
student239@mail.com,First239,Last239,103,F,41
student239@mail.com,First239,Last239,102,B,73
student239@mail.com,First239,Last239,101,A+,97
student239@mail.com,First239,Last239,104,B,70
student240@mail.com,First240,Last240,102,A+,94
student240@mail.com,First240,Last240,103,A,82
student240@mail.com,First240,Last240,104,F,41
student240@mail.com,First240,Last240,101,A,85
student241@mail.com,First241,Last241,104,F,49
student241@mail.com,First241,Last241,101,A,80
student241@mail.com,First241,Last241,103,B,74
student241@mail.com,First241,Last241,102,C,69
student242@mail.com,First242,Last242,103,F,47
student242@mail.com,First242,Last242,102,C,64
student242@mail.com,First242,Last242,104,D,54
student242@mail.com,First242,Last242,101,C,60
student243@mail.com,First243,Last243,102,B,77
student243@mail.com,First243,Last243,101,A+,95
student243@mail.com,First243,Last243,103,A,86
student243@mail.com,First243,Last243,104,D,58
student244@mail.com,First244,Last244,102,A+,91
student244@mail.com,First244,Last244,103,D,52
student244@mail.com,First244,Last244,101,A+,95
student244@mail.com,First244,Last244,104,C,63
student245@mail.com,First245,Last245,101,D,54
student245@mail.com,First245,Last245,102,A+,99
student245@mail.com,First245,Last245,104,D,59
student245@mail.com,First245,Last245,103,F,46
student246@mail.com,First246,Last246,104,A+,98
student246@mail.com,First246,Last246,101,A+,100
student246@mail.com,First246,Last246,103,A,84
student246@mail.com,First246,Last246,102,F,44
student247@mail.com,First247,Last247,102,C,66
student247@mail.com,First247,Last247,101,A+,98
student247@mail.com,First247,Last247,104,B,71
student247@mail.com,First247,Last247,103,A,89
student248@mail.com,First248,Last248,102,A,87
student248@mail.com,First248,Last248,101,F,47
student248@mail.com,First248,Last248,104,F,44
student248@mail.com,First248,Last248,103,A,82
student249@mail.com,First249,Last249,103,A+,98
student249@mail.com,First249,Last249,104,D,58
student249@mail.com,First249,Last249,102,B,73
student249@mail.com,First249,Last249,101,F,47
